Brand=["DERMAGLÓS"],Reporting Range=["Weekly"],Select week=["Week 10 | 2026-03-01 - 2026-03-07 2026"]
"Search Query","Search Query Score","Search Query Volume","Impressions: Total Count","Impressions: Brand Count","Impressions: Brand Share %","Clicks: Total Count","Clicks: Click Rate %","Clicks: Brand Count","Clicks: Brand Share %","Clicks: Price (Median)","Clicks: Brand Price (Median)","Clicks: Same Day Shipping Speed","Clicks: 1D Shipping Speed","Clicks: 2D Shipping Speed","Cart Adds: Total Count","Cart Adds: Cart Add Rate %","Cart Adds: Brand Count","Cart Adds: Brand Share %","Cart Adds: Price (Median)","Cart Adds: Brand Price (Median)","Cart Adds: Same Day Shipping Speed","Cart Adds: 1D Shipping Speed","Cart Adds: 2D Shipping Speed","Purchases: Total Count","Purchases: Purchase Rate %","Purchases: Brand Count","Purchases: Brand Share %","Purchases: Price (Median)","Purchases: Brand Price (Median)","Purchases: Same Day Shipping Speed","Purchases: 1D Shipping Speed","Purchases: 2D Shipping Speed","Reporting Date"
"eos strawberry dream lotion","98","922","20478","92","0.44926262330305694","621","67.353579175705","0","0.0","9.970000267028809",,"155","173","111","485","52.603036876355745","0","0.0","9.970000267028809",,"128","138","81","141","15.292841648590022","0","0.0","9.97",,"46","37","23","2026-03-07"
"vaseline cocoa radiant","99","17272","372090","92","0.02472520089225725","8646","50.057897174617885","0","0.0","9.970000267028809",,"1971","3287","1043","4900","28.369615562760536","0","0.0","8.970000267028809",,"1209","1944","617","1369","7.9261232051875865","0","0.0","9.97",,"400","610","174","2026-03-07"
"vitamin a cream for scars","100","9","187","17","9.090909090909092","6","66.66666666666666","2","33.333333333333336","9.989999771118164","9.989999771118164","1","3","2","3","33.33333333333333","0","0.0","13.949999809265137",,"0","1","2","2","22.22222222222222","0","0.0","9.37",,"0","0","2","2026-03-07"
"agua micelar","101","3605","98476","91","0.09240830253056583","1643","45.575589459084604","0","0.0","8.819999694824219",,"334","458","166","871","24.160887656033285","0","0.0","8.819999694824219",,"211","250","80","256","7.1012482662968095","0","0.0","8.82",,"73","94","22","2026-03-07"
"eos lotion coconut water","102","763","16543","90","0.5440367527050717","450","58.97771952817824","0","0.0","8.979999542236328",,"123","191","55","361","47.313237221494106","0","0.0","8.979999542236328",,"95","161","45","138","18.086500655307994","0","0.0","8.98",,"42","72","10","2026-03-07"
"alantoina crema","103","12","206","52","25.24271844660194","5","41.66666666666667","1","20.0","7.590000152587891","9.989999771118164","0","0","0","1","8.333333333333332","0","0.0","7.590000152587891",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dokdo cleanser","104","1240","32053","89","0.27766511714972075","687","55.403225806451616","0","0.0","13.5",,"136","213","130","410","33.064516129032256","0","0.0","13.5",,"79","133","80","158","12.741935483870966","0","0.0","13.5",,"41","56","29","2026-03-07"
"eucerin oil control","105","756","17376","88","0.5064456721915286","218","28.835978835978835","0","0.0","17.989999771118164",,"6","43","22","70","9.25925925925926","0","0.0","18.639999389648438",,"2","17","9","12","1.5873015873015872","0","0.0","18.64",,"0","3","1","2026-03-07"
"allantoin moisturizers for face and body","106","21","506","50","9.881422924901186","10","47.61904761904761","1","10.0","15.970000267028809","18.889999389648438","4","2","3","2","9.523809523809524","0","0.0","9.289999961853027",,"1","1","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"nivea cream","107","20860","456021","87","0.019078068773148604","9524","45.65675934803451","0","0.0","10.270000457763672",,"2076","4004","1471","5036","24.141898370086288","0","0.0","9.960000038146973",,"1241","2183","723","1823","8.7392138063279","0","0.0","9.96",,"528","853","265","2026-03-07"
"demipectinate","108","32","668","85","12.724550898203592","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"advaita dermage lotion","109","5","100","10","10.0","4","80.0","2","50.0","13.489999771118164","13.489999771118164","0","3","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dermaglos crema para estrías del embarazo","110","2","44","10","22.727272727272727","3","150.0","2","66.66666666666667","18.889999389648438","16.989999771118164","0","0","0","1","50.0","0","0.0","24.989999771118164",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"cerave cream to foam cleanser","111","1464","38088","84","0.2205419029615627","959","65.50546448087432","0","0.0","18.959999084472656",,"308","394","102","613","41.87158469945355","0","0.0","18.959999084472656",,"197","258","67","255","17.418032786885245","0","0.0","18.96",,"92","114","25","2026-03-07"
"crema facial con vitamina a o m elatonina","112","4","100","9","9.0","3","75.0","2","66.66666666666667","16.989999771118164","9.989999771118164","0","3","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"crema hidratante para la cara","113","22562","485662","8","0.001647236143655464","7313","32.41290665721124","2","0.02734855736359907","18.959999084472656","9.989999771118164","1235","2203","692","2740","12.144313447389415","0","0.0","18.780000686645508",,"545","819","255","620","2.7479833348107436","0","0.0","17.99",,"158","231","55","2026-03-07"
"la roche-posay toleriane hydrating gentle cleanser","114","2520","64918","82","0.1263131951076743","1659","65.83333333333333","0","0.0","19.989999771118164",,"466","669","200","1179","46.785714285714285","0","0.0","19.989999771118164",,"350","484","150","458","18.174603174603174","0","0.0","19.99",,"160","203","57","2026-03-07"
"crema con vitamina a y d regeneradora de la piel para eczemas","115","9","174","7","4.022988505747127","3","33.33333333333333","2","66.66666666666667","16.989999771118164","9.989999771118164","0","0","1","1","11.11111111111111","0","0.0","23.0",,"0","0","1","1","11.11111111111111","0","0.0","23.0",,"0","0","1","2026-03-07"
"retinoids for stretch marks vitamin a","116","3","69","6","8.695652173913043","2","66.66666666666666","2","100.0","9.989999771118164","9.989999771118164","0","2","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"tratamiento dermapen","117","9","183","6","3.278688524590164","5","55.55555555555556","2","40.0","9.989999771118164","9.989999771118164","0","0","0","2","22.22222222222222","0","0.0","8.970000267028809",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"jergens ultra healing lotion","118","3439","87600","79","0.09018264840182648","1784","51.875545216632744","0","0.0","10.859999656677246",,"503","731","237","1210","35.184646699621986","0","0.0","10.859999656677246",,"364","508","163","670","19.48240767665019","0","0.0","10.86",,"206","302","91","2026-03-07"
"cerave hydrating cleanser","119","2943","77777","78","0.10028671715288581","1620","55.04587155963303","0","0.0","15.970000267028809",,"437","627","201","1103","37.47876316683656","0","0.0","15.970000267028809",,"322","446","132","395","13.421678559293237","0","0.0","15.97",,"141","169","47","2026-03-07"
"cerave moisturizing lotion for sensitive skin","120","18","395","4","1.0126582278481013","26","144.44444444444443","2","7.6923076923076925","14.970000267028809","13.489999771118164","5","17","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"lotion for stretch marks","121","302","9673","75","0.7753540783624522","101","33.443708609271525","0","0.0","11.119999885559082",,"26","44","15","46","15.2317880794702","0","0.0","7.090000152587891",,"15","17","6","17","5.629139072847682","0","0.0","7.09",,"4","6","2","2026-03-07"
"vitamin e moisturizer","122","170","5890","37","0.6281833616298812","50","29.411764705882355","1","2.0","11.119999885559082","16.989999771118164","8","23","6","24","14.117647058823529","0","0.0","8.109999656677246",,"5","13","2","10","5.88235294117647","0","0.0","14.8",,"2","5","1","2026-03-07"
"eos pistachio lotion","123","931","22189","73","0.32899184280499344","547","58.75402792696026","0","0.0","9.979999542236328",,"127","188","108","417","44.79054779806659","0","0.0","9.979999542236328",,"95","148","85","137","14.715359828141782","0","0.0","9.98",,"37","62","22","2026-03-07"
"stretch mark lotion","124","649","17127","73","0.4262275938576517","286","44.06779661016949","0","0.0","9.989999771118164",,"83","110","44","174","26.810477657935284","0","0.0","7.090000152587891",,"53","71","30","80","12.326656394453005","0","0.0","7.09",,"25","34","16","2026-03-07"
"stretch mark cream","125","12347","297572","73","0.024531877999274126","5736","46.45662914068195","0","0.0","13.579999923706055",,"1295","2329","944","2916","23.61707297319187","0","0.0","11.119999885559082",,"725","1222","460","1020","8.261116060581518","0","0.0","10.9",,"307","483","130","2026-03-07"
"anua pdrn cream","126","235","6857","72","1.0500218754557387","151","64.25531914893618","0","0.0","23.979999542236328",,"44","66","15","100","42.5531914893617","0","0.0","23.979999542236328",,"35","43","10","21","8.936170212765958","0","0.0","23.98",,"9","10","1","2026-03-07"
"eos lotion jasmine peach","127","347","8221","71","0.8636418927137818","227","65.4178674351585","0","0.0","7.96999979019165",,"42","76","43","175","50.43227665706051","0","0.0","7.96999979019165",,"36","57","38","50","14.409221902017292","0","0.0","7.97",,"12","21","11","2026-03-07"
"cerave hydrating cream to foam cleanser","128","869","21654","71","0.3278839937194052","587","67.54890678941312","0","0.0","18.959999084472656",,"188","240","68","433","49.82738780207135","0","0.0","18.959999084472656",,"145","172","50","182","20.94361334867664","0","0.0","18.96",,"69","76","20","2026-03-07"
"dermaglos protector solar","129","22","388","70","18.04123711340206","6","27.27272727272727","0","0.0","12.479999542236328",,"0","0","2","1","4.545454545454546","0","0.0","12.479999542236328",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"body moisturizer","130","3369","126536","69","0.054529936144654484","746","22.143069159988126","0","0.0","13.5600004196167",,"195","281","99","397","11.78391214010092","0","0.0","12.979999542236328",,"105","160","50","173","5.1350549124369245","0","0.0","11.99",,"55","68","30","2026-03-07"
"quinaderm cream","131","213","3960","32","0.8080808080808081","47","22.065727699530516","1","2.127659574468085","16.969999313354492","9.989999771118164","9","19","3","7","3.286384976525822","0","0.0","16.969999313354492",,"0","5","1","3","1.4084507042253522","0","0.0","16.97",,"0","2","0","2026-03-07"
"dermaglós","132","3","87","31","35.632183908045974","1","33.33333333333333","1","100.0","16.989999771118164","16.989999771118164","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"beauty & personal care","133","2688","101204","68","0.0671910201177819","85","3.162202380952381","0","0.0","9.989999771118164",,"3","2","4","11","0.4092261904761905","0","0.0","1396.625",,"0","1","3","0","0.0","0",,,,"0","0","0","2026-03-07"
"allantoid","134","36","1384","67","4.841040462427745","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"eos lotion lotion","135","2216","43199","67","0.15509618278200885","1236","55.77617328519856","0","0.0","9.970000267028809",,"272","434","189","694","31.31768953068592","0","0.0","9.970000267028809",,"173","245","115","176","7.9422382671480145","0","0.0","9.97",,"69","70","18","2026-03-07"
"garnier micellar water","136","8228","201515","67","0.033248145299357365","4622","56.17403986387943","0","0.0","8.819999694824219",,"1285","2043","595","2785","33.847836655323285","0","0.0","8.819999694824219",,"870","1230","325","1378","16.747690811861933","0","0.0","8.82",,"466","657","153","2026-03-07"
"body cream for women","137","2917","75839","66","0.08702646395653951","901","30.887898525882758","0","0.0","12.979999542236328",,"223","374","143","439","15.049708604730888","0","0.0","12.979999542236328",,"120","191","58","177","6.067877956804937","0","0.0","11.99",,"54","81","21","2026-03-07"
"micellar water makeup remover","138","13830","386494","66","0.017076591098438787","8601","62.19088937093276","0","0.0","8.819999694824219",,"2570","3992","1159","6046","43.71655820679682","0","0.0","8.819999694824219",,"1871","2848","776","3512","25.394070860448302","0","0.0","8.82",,"1189","1708","409","2026-03-07"
"retinoid cream for body","139","73","3660","66","1.8032786885245902","7","9.58904109589041","0","0.0","19.989999771118164",,"2","1","1","5","6.8493150684931505","0","0.0","19.989999771118164",,"2","1","1","3","4.10958904109589","0","0.0","19.99",,"2","0","1","2026-03-07"
"nivea breathable body lotion","140","246","6509","66","1.01398064218774","117","47.5609756097561","0","0.0","7.289999961853027",,"35","50","18","64","26.01626016260163","0","0.0","7.289999961853027",,"16","29","10","34","13.821138211382115","0","0.0","7.29",,"11","16","4","2026-03-07"
"allantochorion","141","46","1506","65","4.316069057104913","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dermend","142","1002","34257","28","0.08173511982952389","539","53.79241516966068","1","0.18552875695732837","29.989999771118164","13.489999771118164","60","130","78","277","27.644710578842314","0","0.0","29.989999771118164",,"31","72","43","162","16.16766467065868","0","0.0","29.99",,"22","50","25","2026-03-07"
"vitamin e cream for scars","143","618","17666","65","0.3679384127702932","327","52.9126213592233","0","0.0","12.890000343322754",,"67","123","80","153","24.75728155339806","0","0.0","11.930000305175781",,"26","65","29","78","12.62135922330097","0","0.0","12.64",,"13","36","14","2026-03-07"
"codi pomegranate lotion","144","378","7371","64","0.8682675349342016","273","72.22222222222221","0","0.0","13.989999771118164",,"5","32","65","197","52.116402116402114","0","0.0","13.989999771118164",,"3","21","44","16","4.232804232804233","0","0.0","13.09",,"0","3","9","2026-03-07"
"alantolactone","145","30","1242","64","5.152979066022544","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"body moisturizer for dry skin","146","833","26238","64","0.24392103056635414","287","34.45378151260504","0","0.0","14.880000114440918",,"105","105","29","154","18.487394957983195","0","0.0","13.470000267028809",,"59","54","14","66","7.923169267707082","0","0.0","12.99",,"28","24","9","2026-03-07"
"crema dermaglos","147","2","41","27","65.85365853658537","1","50.0","1","100.0","9.989999771118164","9.989999771118164","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"koriderm cream","148","838","22082","63","0.28530024454306674","403","48.09069212410501","0","0.0","31.989999771118164",,"22","66","29","180","21.479713603818613","0","0.0","31.989999771118164",,"8","29","17","69","8.233890214797137","0","0.0","31.99",,"5","17","6","2026-03-07"
"vitamin e lotion for scars","149","307","7868","62","0.788002033553635","143","46.579804560260584","0","0.0","11.119999885559082",,"31","58","33","68","22.149837133550488","0","0.0","10.359999656677246",,"11","27","18","38","12.37785016286645","0","0.0","9.99",,"8","15","9","2026-03-07"
"vitamina a crema","150","11","219","25","11.415525114155251","7","63.63636363636363","1","14.285714285714286","18.989999771118164","9.989999771118164","1","1","2","3","27.27272727272727","0","0.0","20.15999984741211",,"1","0","1","0","0.0","0",,,,"0","0","0","2026-03-07"
"vaseline daily brightening body lotion","151","858","18032","61","0.33828748890860694","124","14.452214452214452","0","0.0","17.5",,"31","37","17","37","4.312354312354312","0","0.0","15.779999732971191",,"7","13","4","2","0.2331002331002331","0","0.0","13.35",,"1","1","0","2026-03-07"
"vitaros cream","152","71","1142","61","5.341506129597198","17","23.943661971830984","0","0.0","16.989999771118164",,"1","8","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"allantoxaidin","153","36","1316","60","4.5592705167173255","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"cerave hydrating facial cleanser","154","16943","415943","59","0.014184635875588722","10168","60.012984713450976","0","0.0","15.970000267028809",,"3058","4218","1225","7034","41.51567018827835","0","0.0","15.970000267028809",,"2193","3006","847","3218","18.99309449330107","0","0.0","15.97",,"1148","1428","383","2026-03-07"
"corn huskers lotion","155","2201","54105","59","0.10904722299232973","1197","54.384370740572464","0","0.0","8.989999771118164",,"226","533","207","832","37.800999545661064","0","0.0","8.989999771118164",,"149","373","145","479","21.762835074965924","0","0.0","8.99",,"89","227","82","2026-03-07"
"vitamin cream","156","282","8201","59","0.7194244604316546","106","37.5886524822695","0","0.0","21.489999771118164",,"30","35","14","48","17.02127659574468","0","0.0","21.489999771118164",,"17","13","2","6","2.127659574468085","0","0.0","21.49",,"4","1","0","2026-03-07"
"hydrating body cream","157","122","2938","59","2.0081688223281144","50","40.98360655737705","0","0.0","16.989999771118164",,"20","12","12","29","23.770491803278688","0","0.0","16.989999771118164",,"12","9","3","7","5.737704918032787","0","0.0","22.0",,"1","3","2","2026-03-07"
"dermabon","158","221","5133","59","1.1494252873563218","83","37.55656108597285","0","0.0","31.950000762939453",,"1","17","12","19","8.597285067873303","0","0.0","31.950000762939453",,"0","5","1","5","2.262443438914027","0","0.0","31.95",,"0","2","0","2026-03-07"
"eos lotion set","159","1142","25968","22","0.08471965495995071","451","39.49211908931699","1","0.22172949002217296","19.950000762939453","32.11000061035156","92","173","86","211","18.476357267950963","0","0.0","19.940000534057617",,"50","74","42","32","2.8021015761821366","0","0.0","17.95",,"15","12","4","2026-03-07"
"face wash for oily skin","160","2234","60049","21","0.034971439990674286","1012","45.29991047448523","1","0.09881422924901186","12.369999885559082","9.890000343322754","221","422","158","524","23.455684870188005","0","0.0","12.369999885559082",,"143","221","71","173","7.743957027752909","0","0.0","12.37",,"62","81","19","2026-03-07"
"inis body lotion","161","803","19592","58","0.29603919967333603","401","49.93773349937734","0","0.0","30.0",,"41","189","80","265","33.00124533001245","0","0.0","30.0",,"27","134","50","141","17.559153175591533","0","0.0","38.0",,"15","78","25","2026-03-07"
"retinoid cream for face","162","1820","78643","58","0.07375100136057881","331","18.186813186813186","0","0.0","18.68000030517578",,"58","162","52","156","8.571428571428571","0","0.0","17.989999771118164",,"38","76","15","42","2.307692307692308","0","0.0","17.99",,"10","25","3","2026-03-07"
"la roche posay face cleanser","163","55797","1182734","58","0.004903892168484207","33839","60.64662974711902","0","0.0","17.989999771118164",,"7950","12676","5111","21376","38.31030342133089","0","0.0","17.989999771118164",,"5319","8132","3217","9546","17.108446690682293","0","0.0","17.99",,"2836","3898","1398","2026-03-07"
"beducen crema regeneradora","164","97","1830","58","3.169398907103825","23","23.711340206185564","0","0.0","22.899999618530273",,"0","1","0","5","5.154639175257731","0","0.0","22.989999771118164",,"0","0","0","2","2.0618556701030926","0","0.0","9.99",,"0","0","0","2026-03-07"
"allantoinase","165","26","1054","56","5.313092979127135","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"retinyl palmitate cream","166","32","917","19","2.0719738276990185","15","46.875","1","6.666666666666667","14.979999542236328","16.989999771118164","2","5","0","6","18.75","0","0.0","9.989999771118164",,"0","3","0","1","3.125","0","0.0","9.28",,"0","1","0","2026-03-07"
"dermadew facewash","167","25","459","18","3.9215686274509802","12","48.0","1","8.333333333333334","24.0","9.890000343322754","0","0","0","1","4.0","0","0.0","24.0",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"cleanser for oily skin","168","597","16910","18","0.10644589000591366","265","44.388609715242886","1","0.37735849056603776","13.5","9.890000343322754","62","106","23","109","18.257956448911223","0","0.0","13.0",,"27","47","10","33","5.527638190954774","0","0.0","14.9",,"12","12","2","2026-03-07"
"dermaglos dia y noche","169","2","42","16","38.095238095238095","1","50.0","1","100.0","66.39544677734375","66.39544677734375","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dermisa skin fade cream","170","901","20318","16","0.07874790825868688","560","62.15316315205327","1","0.17857142857142858","8.989999771118164","9.989999771118164","116","221","63","302","33.51831298557158","0","0.0","8.989999771118164",,"61","117","30","79","8.76803551609323","0","0.0","8.99",,"18","36","15","2026-03-07"
"tretinoin cream","171","46605","924997","16","0.0017297353396821828","18039","38.70614740907628","1","0.005543544542380398","19.989999771118164","9.989999771118164","1161","1649","675","2433","5.220469906662376","0","0.0","19.989999771118164",,"467","604","258","334","0.716661302435361","0","0.0","19.99",,"88","103","41","2026-03-07"
"dermagloscrema","172","3","45","15","33.333333333333336","1","33.33333333333333","1","100.0","19.790000915527344","19.790000915527344","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"vitamin e moisturizer skincare products","173","39","829","14","1.6887816646562124","16","41.02564102564102","1","6.25","8.069999694824219","16.989999771118164","5","6","3","8","20.51282051282051","0","0.0","8.069999694824219",,"3","4","1","3","7.6923076923076925","0","0.0","8.25",,"2","1","0","2026-03-07"
"crema de cuerpo dermacil","174","7","150","14","9.333333333333334","1","14.285714285714285","1","100.0","13.489999771118164","13.489999771118164","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"retimax 1500 vitamin a cream","175","22","406","51","12.561576354679802","13","59.09090909090909","0","0.0","14.989999771118164",,"0","2","5","9","40.909090909090914","0","0.0","14.989999771118164",,"0","1","4","5","22.727272727272727","0","0.0","14.99",,"0","0","2","2026-03-07"
"dermagran cream","176","13","182","14","7.6923076923076925","8","61.53846153846154","1","12.5","21.84000015258789","9.989999771118164","0","0","0","2","15.384615384615385","0","0.0","13.4399995803833",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dermigel","177","4","73","13","17.80821917808219","1","25.0","1","100.0","9.989999771118164","9.989999771118164","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"eos lotion pomegranate raspberry","178","304","7505","50","0.6662225183211192","166","54.60526315789473","0","0.0","9.970000267028809",,"19","53","36","126","41.44736842105263","0","0.0","9.970000267028809",,"16","39","31","35","11.513157894736842","0","0.0","9.97",,"6","13","5","2026-03-07"
"vitamin cream for face","179","52","1149","13","1.1314186248912097","29","55.769230769230774","1","3.4482758620689653","21.489999771118164","16.989999771118164","4","19","1","13","25.0","0","0.0","21.489999771118164",,"2","10","0","5","9.615384615384617","0","0.0","21.49",,"1","4","0","2026-03-07"
"coconut waters eos lotion","180","329","7277","50","0.687096330905593","223","67.78115501519757","0","0.0","8.979999542236328",,"42","105","30","177","53.799392097264445","0","0.0","8.979999542236328",,"38","83","24","41","12.462006079027356","0","0.0","8.98",,"12","22","6","2026-03-07"
"dermocream","181","232","4144","49","1.1824324324324325","50","21.551724137931032","0","0.0","14.180000305175781",,"5","9","5","20","8.620689655172415","0","0.0","14.180000305175781",,"3","2","1","6","2.586206896551724","0","0.0","8.97",,"2","1","1","2026-03-07"
"vitamin e a d cream","182","14","313","12","3.8338658146964857","8","57.14285714285714","1","12.5","14.949999809265137","9.989999771118164","0","1","2","2","14.285714285714285","0","0.0","14.949999809265137",,"0","1","1","0","0.0","0",,,,"0","0","0","2026-03-07"
"crema eos para el cuerpo","183","1116","23468","49","0.2087949548321118","507","45.43010752688172","0","0.0","9.970000267028809",,"45","123","35","190","17.025089605734767","0","0.0","9.970000267028809",,"19","41","13","22","1.971326164874552","0","0.0","9.97",,"7","7","2","2026-03-07"
"dml lotion","184","133","3764","49","1.3018065887353878","61","45.86466165413533","0","0.0","21.100000381469727",,"14","24","16","40","30.075187969924812","0","0.0","21.100000381469727",,"12","15","8","28","21.052631578947366","0","0.0","21.1",,"9","11","5","2026-03-07"
"palmers cocoa butter lotion","185","11253","245805","48","0.01952767437602978","5580","49.586776859504134","0","0.0","7.989999771118164",,"1304","2102","919","3828","34.01759530791789","0","0.0","7.989999771118164",,"924","1452","634","1737","15.43588376432951","0","0.0","7.99",,"475","695","283","2026-03-07"
"bioderma micellar water","186","10346","250155","48","0.01918810337590694","5947","57.48115213609124","0","0.0","19.989999771118164",,"1286","2201","815","3355","32.427991494297316","0","0.0","19.989999771118164",,"784","1269","452","1520","14.691668277595205","0","0.0","19.99",,"390","647","206","2026-03-07"
"cerave renewing sa cleanser","187","2452","60061","48","0.0799187492715739","1549","63.17292006525286","0","0.0","15.970000267028809",,"333","622","213","1099","44.8205546492659","0","0.0","15.970000267028809",,"260","453","154","492","20.0652528548124","0","0.0","15.97",,"149","203","85","2026-03-07"
"allantoin face wash","188","12","219","11","5.0228310502283104","10","83.33333333333334","1","10.0","12.369999885559082","9.890000343322754","5","4","1","2","16.666666666666664","0","0.0","11.989999771118164",,"2","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"crema de vitamina a","189","15","271","48","17.71217712177122","7","46.666666666666664","0","0.0","16.100000381469727",,"0","0","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"vitamin a ointment","190","56","1302","11","0.8448540706605223","24","42.857142857142854","1","4.166666666666667","11.970000267028809","9.989999771118164","6","10","0","5","8.928571428571429","0","0.0","8.989999771118164",,"0","4","0","2","3.571428571428571","0","0.0","7.19",,"0","2","0","2026-03-07"
"facial skin care products","191","16792","522649","11","0.0021046629764909144","4013","23.89828489757027","1","0.024919013207076998","17.950000762939453","9.989999771118164","686","1510","619","1758","10.469271081467365","0","0.0","15.0",,"343","627","276","323","1.923535016674607","0","0.0","14.97",,"78","133","54","2026-03-07"
"stretch marks cream","192","342","10083","48","0.47604879500148767","114","33.33333333333333","0","0.0","13.989999771118164",,"38","52","12","62","18.128654970760234","0","0.0","11.119999885559082",,"20","27","9","19","5.555555555555555","0","0.0","10.9",,"9","4","3","2026-03-07"
"cream with vitamin a","193","5","139","10","7.194244604316546","2","40.0","1","50.0","16.989999771118164","16.989999771118164","0","0","1","1","20.0","0","0.0","46.20000076293945",,"0","0","0","1","20.0","0","0.0","46.2",,"0","0","0","2026-03-07"
"dermaglos hidratacion con filtro solar rostro","194","1","22","10","45.45454545454545","1","100.0","1","100.0","19.790000915527344","19.790000915527344","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"gel de hidratacion dermaglos","195","2","26","10","38.46153846153846","1","50.0","1","100.0","13.489999771118164","13.489999771118164","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"vitamin a lotion for face","196","5","294","10","3.401360544217687","2","40.0","1","50.0","16.989999771118164","16.989999771118164","0","2","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"eos jasmine peach body lotion","197","273","6658","47","0.7059176930009011","178","65.2014652014652","0","0.0","7.96999979019165",,"43","64","35","152","55.67765567765568","0","0.0","7.96999979019165",,"35","56","35","51","18.681318681318682","0","0.0","7.97",,"13","18","14","2026-03-07"
"vitamin a","198","13434","354995","47","0.013239623093283004","7164","53.3273782938812","0","0.0","10.479999542236328",,"1237","2829","1571","4111","30.601458984665776","0","0.0","9.970000267028809",,"741","1617","899","1856","13.815691528956378","0","0.0","9.97",,"365","816","396","2026-03-07"
"genocutan gel dermatologico","199","102","1425","46","3.2280701754385963","4","3.9215686274509802","0","0.0","24.979999542236328",,"2","0","2","1","0.9803921568627451","0","0.0","12.989999771118164",,"1","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"crema corporal dermatologica","200","24","529","9","1.7013232514177694","11","45.83333333333333","1","9.090909090909092","15.970000267028809","13.489999771118164","6","3","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"cerave acne foaming cream cleanser","201","3231","76105","46","0.06044280927665725","2115","65.45961002785515","0","0.0","14.970000267028809",,"598","919","273","1604","49.64407304240173","0","0.0","14.970000267028809",,"493","717","204","853","26.40049520272362","0","0.0","14.97",,"290","403","110","2026-03-07"
"dermagram crema","202","9","149","9","6.040268456375839","6","66.66666666666666","1","16.666666666666668","15.989999771118164","9.989999771118164","0","5","1","1","11.11111111111111","0","0.0","21.84000015258789",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dermagran b cream","203","26","464","46","9.913793103448276","12","46.15384615384615","0","0.0","15.989999771118164",,"2","6","1","4","15.384615384615385","0","0.0","15.989999771118164",,"2","1","1","1","3.8461538461538463","0","0.0","15.99",,"1","0","0","2026-03-07"
"protector solar dermaglos","204","3","94","9","9.574468085106384","1","33.33333333333333","1","100.0","9.989999771118164","9.989999771118164","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dermaglos gel de limpieza","205","2","36","9","25.0","1","50.0","1","100.0","9.890000343322754","9.890000343322754","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
